                 LAT,                 LON,
          +329833353,         -1172648810,
          +329833356,         -1172648834,
          +329833348,         -1172648899,
          +329833387,         -1172648911,
          +329833362,         -1172648959,
          +329833305,         -1172649124,
          +329833235,         -1172649219,
          +329833168,         -1172649319,
          +329833108,         -1172649393,
          +329833037,         -1172649430,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
          +329832934,         -1172649422,
