                 LAT,                 LON,
          +329833965,         -1172649712,
          +329833991,         -1172649781,
          +329834014,         -1172649847,
          +329834019,         -1172649920,
          +329834016,         -1172649996,
          +329834017,         -1172650070,
          +329834005,         -1172650152,
          +329833993,         -1172650231,
          +329833989,         -1172650307,
          +329833977,         -1172650384,
          +329833949,         -1172650453,
          +329833930,         -1172650520,
          +329833922,         -1172650595,
          +329833913,         -1172650674,
          +329833912,         -1172650748,
          +329833908,         -1172650825,
          +329833905,         -1172650898,
          +329833894,         -1172650964,
          +329833860,         -1172651024,
          +329833817,         -1172651083,
          +329833775,         -1172651143,
          +329833733,         -1172651206,
          +329833704,         -1172651280,
          +329833696,         -1172651363,
          +329833734,         -1172651432,
          +329833810,         -1172651472,
          +329833888,         -1172651471,
          +329833930,         -1172651433,
          +329833955,         -1172651370,
          +329833969,         -1172651295,
          +329833957,         -1172651233,
          +329833914,         -1172651192,
          +329833872,         -1172651145,
          +329833908,         -1172651026,
          +329833964,         -1172650971,
          +329834014,         -1172650929,
          +329834077,         -1172650893,
          +329834132,         -1172650882,
          +329834174,         -1172650872,
          +329834206,         -1172650852,
          +329834242,         -1172650827,
          +329834266,         -1172650819,
          +329834298,         -1172650829,
          +329834347,         -1172650842,
          +329834396,         -1172650863,
          +329834426,         -1172650871,
          +329834437,         -1172650858,
          +329834458,         -1172650843,
          +329834482,         -1172650837,
          +329834505,         -1172650852,
          +329834534,         -1172650876,
          +329834566,         -1172650888,
          +329834592,         -1172650886,
          +329834606,         -1172650891,
          +329834618,         -1172650888,
          +329834616,         -1172650892,
          +329834611,         -1172650889,
          +329834610,         -1172650894,
          +329834620,         -1172650878,
          +329834622,         -1172650868,
          +329834621,         -1172650878,
          +329834625,         -1172650884,
          +329834631,         -1172650895,
          +329834627,         -1172650912,
          +329834623,         -1172650920,
          +329834615,         -1172650927,
          +329834616,         -1172650901,
          +329834625,         -1172650842,
          +329834633,         -1172650781,
          +329834641,         -1172650725,
          +329834643,         -1172650696,
          +329834649,         -1172650637,
          +329834644,         -1172650615,
          +329834642,         -1172650583,
          +329834639,         -1172650541,
          +329834627,         -1172650528,
          +329834608,         -1172650539,
          +329834590,         -1172650547,
          +329834581,         -1172650539,
          +329834567,         -1172650553,
          +329834554,         -1172650557,
          +329834538,         -1172650575,
          +329834522,         -1172650587,
          +329834508,         -1172650586,
          +329834490,         -1172650601,
          +329834472,         -1172650619,
          +329834452,         -1172650641,
          +329834430,         -1172650662,
          +329834406,         -1172650692,
          +329834381,         -1172650720,
          +329834354,         -1172650754,
          +329834345,         -1172650764,
          +329834343,         -1172650769,
          +329834342,         -1172650763,
          +329834310,         -1172650805,
          +329834267,         -1172650867,
          +329834222,         -1172650938,
          +329834174,         -1172651005,
          +329834132,         -1172651059,
          +329834081,         -1172651125,
          +329834023,         -1172651208,
          +329833962,         -1172651293,
          +329833891,         -1172651395,
          +329833833,         -1172651486,
