                 LAT,                 LON,
          +329833566,         -1172649963,
          +329833533,         -1172649968,
          +329833477,         -1172649984,
          +329833394,         -1172649984,
          +329833304,         -1172649957,
          +329833208,         -1172649910,
          +329833085,         -1172649855,
          +329832961,         -1172649777,
          +329832876,         -1172649691,
          +329832818,         -1172649596,
          +329832759,         -1172649494,
          +329832701,         -1172649389,
          +329832668,         -1172649286,
          +329832644,         -1172649179,
          +329832616,         -1172649087,
          +329832576,         -1172648976,
          +329832516,         -1172648847,
          +329832493,         -1172648759,
          +329832506,         -1172648693,
          +329832519,         -1172648625,
          +329832541,         -1172648567,
          +329832547,         -1172648499,
          +329832550,         -1172648435,
          +329832557,         -1172648370,
          +329832554,         -1172648340,
          +329832537,         -1172648326,
          +329832514,         -1172648313,
          +329832478,         -1172648305,
          +329832426,         -1172648297,
          +329832390,         -1172648314,
          +329832380,         -1172648324,
          +329832370,         -1172648335,
          +329832332,         -1172648385,
          +329832281,         -1172648448,
          +329832207,         -1172648529,
          +329832155,         -1172648595,
          +329832161,         -1172648674,
          +329832194,         -1172648769,
          +329832233,         -1172648841,
          +329832237,         -1172649003,
          +329832222,         -1172649077,
          +329832274,         -1172649131,
          +329832370,         -1172649160,
          +329832469,         -1172649201,
          +329832551,         -1172649271,
          +329832606,         -1172649344,
          +329832641,         -1172649430,
          +329832668,         -1172649531,
          +329832693,         -1172649662,
          +329832708,         -1172649765,
          +329832716,         -1172649861,
          +329832704,         -1172649960,
          +329832708,         -1172650059,
          +329832730,         -1172650152,
          +329832774,         -1172650254,
          +329832803,         -1172650360,
          +329832808,         -1172650454,
          +329832788,         -1172650541,
          +329832774,         -1172650587,
          +329832765,         -1172650601,
          +329832759,         -1172650620,
          +329832766,         -1172650641,
          +329832783,         -1172650647,
          +329832799,         -1172650654,
          +329832842,         -1172650648,
          +329832880,         -1172650615,
          +329832914,         -1172650584,
          +329832969,         -1172650548,
          +329833044,         -1172650507,
          +329833094,         -1172650469,
          +329833145,         -1172650418,
          +329833162,         -1172650369,
          +329833135,         -1172650288,
          +329833118,         -1172650199,
          +329833127,         -1172650148,
          +329833144,         -1172650117,
          +329833149,         -1172650079,
          +329833163,         -1172650009,
          +329833195,         -1172649976,
          +329833215,         -1172649929,
          +329833241,         -1172649874,
          +329833266,         -1172649820,
          +329833281,         -1172649782,
          +329833302,         -1172649737,
          +329833322,         -1172649695,
          +329833341,         -1172649655,
          +329833354,         -1172649631,
          +329833362,         -1172649597,
          +329833373,         -1172649555,
          +329833388,         -1172649505,
          +329833394,         -1172649455,
          +329833397,         -1172649400,
          +329833393,         -1172649344,
          +329833385,         -1172649293,
          +329833380,         -1172649243,
          +329833384,         -1172649184,
          +329833401,         -1172649146,
          +329833429,         -1172649095,
          +329833474,         -1172649034,
          +329833519,         -1172648996,
          +329833559,         -1172648989,
          +329833605,         -1172648988,
          +329833668,         -1172648977,
          +329833732,         -1172648962,
          +329833817,         -1172648945,
          +329833878,         -1172648965,
          +329833918,         -1172648994,
          +329833946,         -1172649038,
          +329833980,         -1172649085,
          +329834020,         -1172649133,
          +329834074,         -1172649159,
          +329834123,         -1172649162,
          +329834166,         -1172649170,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329834210,         -1172649219,
          +329837416,         -1172654480,
          +329838036,         -1172655551,
          +329838567,         -1172656212,
          +329839012,         -1172656678,
          +329839136,         -1172656977,
          +329839183,         -1172657085,
          +329839170,         -1172657069,
          +329839313,         -1172657241,
          +329839358,         -1172657234,
          +329839442,         -1172657313,
          +329839551,         -1172657436,
          +329839440,         -1172657253,
          +329839362,         -1172657085,
          +329839409,         -1172657164,
          +329839442,         -1172657226,
          +329839492,         -1172657311,
          +329839494,         -1172657328,
          +329839547,         -1172657410,
          +329839329,         -1172657076,
          +329839364,         -1172657137,
          +329839299,         -1172657038,
          +329839326,         -1172657083,
          +329839083,         -1172656679,
          +329838807,         -1172656290,
          +329838823,         -1172656328,
          +329838593,         -1172656005,
          +329838615,         -1172656042,
          +329838637,         -1172656080,
          +329838001,         -1172655014,
          +329838033,         -1172655064,
          +329837849,         -1172654695,
          +329837429,         -1172654150,
          +329834494,         -1172649715,
          +329834269,         -1172649430,
          +329834275,         -1172649457,
          +329834221,         -1172649364,
          +329834161,         -1172649318,
          +329834143,         -1172649291,
          +329834158,         -1172649258,
          +329834186,         -1172649251,
          +329834181,         -1172649227,
          +329834171,         -1172649211,
          +329834183,         -1172649211,
          +329834194,         -1172649209,
          +329834213,         -1172649234,
          +329834221,         -1172649240,
          +329834250,         -1172649249,
          +329834286,         -1172649291,
          +329834311,         -1172649336,
          +329834311,         -1172649365,
          +329834335,         -1172649400,
          +329834359,         -1172649428,
          +329834382,         -1172649455,
          +329834424,         -1172649516,
          +329834436,         -1172649543,
          +329834447,         -1172649562,
          +329834444,         -1172649579,
          +329834444,         -1172649575,
          +329834455,         -1172649568,
          +329834449,         -1172649576,
          +329834438,         -1172649585,
          +329834436,         -1172649623,
          +329834449,         -1172649647,
          +329834456,         -1172649651,
          +329834461,         -1172649670,
          +329834466,         -1172649686,
          +329834470,         -1172649709,
          +329834470,         -1172649724,
          +329834463,         -1172649719,
          +329834460,         -1172649716,
          +329834461,         -1172649709,
          +329834467,         -1172649712,
          +329834465,         -1172649708,
          +329834458,         -1172649714,
          +329834451,         -1172649718,
          +329834449,         -1172649714,
          +329834452,         -1172649708,
          +329834456,         -1172649702,
          +329834461,         -1172649697,
          +329834460,         -1172649699,
          +329834462,         -1172649700,
          +329834468,         -1172649708,
          +329834470,         -1172649711,
          +329834462,         -1172649713,
          +329834455,         -1172649705,
          +329834452,         -1172649701,
          +329834451,         -1172649705,
          +329834440,         -1172649731,
          +329834403,         -1172649794,
          +329834344,         -1172649868,
          +329834278,         -1172649925,
          +329834232,         -1172649992,
          +329834208,         -1172650060,
          +329834197,         -1172650118,
          +329834188,         -1172650169,
          +329834177,         -1172650215,
          +329834176,         -1172650258,
          +329834175,         -1172650293,
          +329834173,         -1172650320,
          +329834177,         -1172650349,
          +329834174,         -1172650383,
          +329834166,         -1172650425,
          +329834156,         -1172650481,
          +329834142,         -1172650546,
          +329834126,         -1172650622,
          +329834124,         -1172650704,
          +329834136,         -1172650794,
          +329834159,         -1172650886,
          +329834177,         -1172650986,
          +329834182,         -1172651090,
          +329834179,         -1172651180,
          +329834174,         -1172651228,
          +329834186,         -1172651254,
          +329834188,         -1172651264,
          +329834211,         -1172651280,
          +329834219,         -1172651312,
          +329834224,         -1172651299,
          +329834244,         -1172651293,
          +329834276,         -1172651310,
          +329834315,         -1172651369,
          +329834320,         -1172651485,
          +329834327,         -1172651618,
          +329834368,         -1172651701,
          +329834399,         -1172651755,
          +329834462,         -1172651792,
          +329834518,         -1172651832,
          +329834449,         -1172651728,
          +329834343,         -1172651487,
          +329834279,         -1172651305,
          +329834159,         -1172650995,
          +329834136,         -1172650841,
          +329834137,         -1172650750,
          +329834157,         -1172650711,
          +329834156,         -1172650675,
          +329834151,         -1172650642,
          +329834145,         -1172650629,
          +329834147,         -1172650637,
          +329834197,         -1172650666,
          +329834178,         -1172650677,
          +329834189,         -1172650678,
          +329834221,         -1172650686,
          +329834228,         -1172650704,
          +329834226,         -1172650745,
          +329834194,         -1172650772,
          +329834164,         -1172650761,
          +329834159,         -1172650745,
          +329834196,         -1172650721,
          +329834191,         -1172650645,
          +329834159,         -1172650549,
          +329834153,         -1172650498,
          +329834145,         -1172650453,
          +329834155,         -1172650411,
          +329834165,         -1172650366,
          +329834182,         -1172650344,
          +329834185,         -1172650325,
          +329834190,         -1172650299,
          +329834187,         -1172650255,
          +329834213,         -1172650233,
          +329834233,         -1172650210,
          +329834246,         -1172650167,
          +329834257,         -1172650119,
          +329834277,         -1172650069,
          +329834288,         -1172650028,
          +329834303,         -1172649974,
          +329834324,         -1172649915,
          +329834334,         -1172649853,
          +329834345,         -1172649790,
          +329834357,         -1172649750,
          +329834370,         -1172649702,
          +329834393,         -1172649636,
          +329834436,         -1172649554,
          +329834479,         -1172649483,
          +329834500,         -1172649422,
          +329834506,         -1172649347,
          +329834504,         -1172649266,
          +329834514,         -1172649195,
          +329834546,         -1172649163,
          +329834587,         -1172649163,
          +329834626,         -1172649174,
          +329834665,         -1172649190,
          +329834702,         -1172649224,
          +329834709,         -1172649274,
          +329834701,         -1172649331,
          +329834692,         -1172649390,
          +329834671,         -1172649518,
          +329834664,         -1172649593,
          +329834651,         -1172649666,
          +329834628,         -1172649723,
          +329834603,         -1172649745,
          +329834571,         -1172649743,
          +329834521,         -1172649756,
          +329834480,         -1172649792,
          +329834443,         -1172649892,
          +329834431,         -1172649957,
          +329834429,         -1172650018,
          +329834430,         -1172650080,
          +329834424,         -1172650134,
          +329834416,         -1172650189,
          +329834399,         -1172650238,
          +329834395,         -1172650284,
          +329834400,         -1172650331,
          +329834385,         -1172650387,
          +329834362,         -1172650443,
          +329834354,         -1172650507,
          +329834334,         -1172650569,
          +329834339,         -1172650606,
          +329834349,         -1172650649,
          +329834314,         -1172650847,
          +329834301,         -1172650909,
          +329834291,         -1172650972,
          +329834262,         -1172651036,
          +329834226,         -1172651074,
          +329834181,         -1172651063,
          +329834132,         -1172651041,
          +329834107,         -1172651010,
          +329834112,         -1172650953,
          +329834122,         -1172650891,
          +329834117,         -1172650829,
          +329834093,         -1172650767,
          +329834060,         -1172650710,
          +329834039,         -1172650658,
          +329834111,         -1172650528,
          +329834155,         -1172650458,
          +329834171,         -1172650395,
          +329834177,         -1172650330,
          +329834171,         -1172650265,
          +329834158,         -1172650198,
          +329834155,         -1172650118,
          +329834151,         -1172650043,
          +329834165,         -1172649994,
          +329834203,         -1172649960,
          +329834240,         -1172649934,
          +329834277,         -1172649896,
          +329834306,         -1172649842,
          +329834335,         -1172649788,
          +329834370,         -1172649741,
          +329834401,         -1172649688,
          +329834429,         -1172649639,
          +329834458,         -1172649587,
          +329834487,         -1172649533,
          +329834521,         -1172649478,
          +329834560,         -1172649421,
          +329834598,         -1172649361,
          +329834629,         -1172649302,
          +329834649,         -1172649231,
          +329834671,         -1172649163,
          +329834696,         -1172649097,
          +329834727,         -1172649061,
          +329834759,         -1172649050,
          +329834787,         -1172649066,
          +329834816,         -1172649108,
          +329834849,         -1172649145,
          +329834841,         -1172649190,
          +329834809,         -1172649231,
          +329834784,         -1172649260,
          +329834799,         -1172649301,
          +329834822,         -1172649338,
          +329834840,         -1172649384,
          +329834838,         -1172649439,
          +329834815,         -1172649495,
          +329834778,         -1172649539,
          +329834734,         -1172649583,
          +329834686,         -1172649635,
          +329834644,         -1172649682,
          +329834601,         -1172649736,
          +329834541,         -1172649783,
          +329834476,         -1172649830,
          +329834420,         -1172649879,
          +329834365,         -1172649921,
          +329834302,         -1172649956,
          +329834247,         -1172650012,
          +329834245,         -1172650061,
          +329834270,         -1172650096,
          +329834287,         -1172650138,
          +329834292,         -1172650179,
          +329834280,         -1172650221,
          +329834249,         -1172650250,
          +329834203,         -1172650270,
          +329834161,         -1172650293,
          +329834122,         -1172650320,
          +329834100,         -1172650353,
          +329834114,         -1172650390,
          +329834145,         -1172650431,
          +329834179,         -1172650473,
          +329834209,         -1172650518,
          +329834238,         -1172650562,
          +329834249,         -1172650605,
          +329834217,         -1172650644,
          +329834180,         -1172650666,
          +329834133,         -1172650690,
          +329834087,         -1172650716,
          +329834033,         -1172650748,
          +329833989,         -1172650782,
          +329833942,         -1172650814,
          +329833911,         -1172650828,
          +329833901,         -1172650846,
          +329833925,         -1172650878,
          +329833970,         -1172650899,
          +329834015,         -1172650912,
          +329834057,         -1172650910,
          +329834089,         -1172650877,
          +329834104,         -1172650825,
          +329834118,         -1172650773,
          +329834147,         -1172650714,
          +329834160,         -1172650657,
          +329834161,         -1172650600,
          +329834177,         -1172650549,
          +329834201,         -1172650503,
          +329834225,         -1172650457,
          +329834238,         -1172650400,
          +329834248,         -1172650345,
          +329834264,         -1172650295,
          +329834281,         -1172650254,
          +329834290,         -1172650205,
          +329834290,         -1172650152,
          +329834294,         -1172650096,
          +329834310,         -1172650043,
          +329834322,         -1172649993,
          +329834332,         -1172649943,
          +329834350,         -1172649904,
          +329834371,         -1172649860,
          +329834389,         -1172649804,
          +329834400,         -1172649758,
          +329834415,         -1172649716,
          +329834443,         -1172649682,
          +329834467,         -1172649632,
          +329834475,         -1172649575,
          +329834487,         -1172649515,
          +329834514,         -1172649456,
          +329834524,         -1172649393,
          +329834523,         -1172649331,
          +329834532,         -1172649267,
          +329834538,         -1172649200,
          +329834553,         -1172649142,
          +329834585,         -1172649111,
          +329834625,         -1172649111,
          +329834669,         -1172649123,
          +329834710,         -1172649125,
          +329834745,         -1172649151,
          +329834750,         -1172649211,
          +329834741,         -1172649274,
          +329834732,         -1172649335,
          +329834715,         -1172649384,
          +329834695,         -1172649437,
          +329834681,         -1172649493,
          +329834654,         -1172649550,
          +329834606,         -1172649576,
          +329834549,         -1172649568,
          +329834493,         -1172649548,
          +329834439,         -1172649537,
          +329834393,         -1172649558,
          +329834367,         -1172649616,
          +329834363,         -1172649685,
          +329834362,         -1172649745,
          +329834356,         -1172649799,
          +329834343,         -1172649864,
          +329834329,         -1172649921,
          +329834321,         -1172649978,
          +329834314,         -1172650045,
          +329834291,         -1172650179,
          +329834283,         -1172650244,
          +329834291,         -1172650323,
          +329834300,         -1172650420,
          +329834307,         -1172650498,
          +329834308,         -1172650556,
          +329834303,         -1172650605,
          +329834290,         -1172650654,
          +329834270,         -1172650711,
          +329834251,         -1172650771,
          +329834230,         -1172650827,
          +329834212,         -1172650878,
          +329834161,         -1172650995,
          +329834130,         -1172651066,
          +329834093,         -1172651133,
          +329834056,         -1172651197,
          +329834028,         -1172651231,
          +329834010,         -1172651217,
          +329833996,         -1172651178,
          +329833994,         -1172651126,
          +329834005,         -1172651075,
          +329834014,         -1172651028,
          +329834026,         -1172650965,
          +329834040,         -1172650900,
          +329834067,         -1172650847,
          +329834103,         -1172650785,
          +329834138,         -1172650723,
          +329834174,         -1172650651,
          +329834209,         -1172650584,
          +329834246,         -1172650520,
          +329834273,         -1172650459,
          +329834297,         -1172650405,
          +329834320,         -1172650367,
          +329834326,         -1172650316,
          +329834313,         -1172650263,
          +329834284,         -1172650234,
          +329834250,         -1172650226,
          +329834226,         -1172650207,
          +329834213,         -1172650171,
          +329834219,         -1172650133,
          +329834217,         -1172650076,
          +329834237,         -1172650018,
          +329834258,         -1172649964,
          +329834255,         -1172649900,
          +329834250,         -1172649841,
          +329834251,         -1172649782,
          +329834254,         -1172649722,
          +329834256,         -1172649659,
          +329834251,         -1172649594,
          +329834250,         -1172649518,
          +329834253,         -1172649453,
          +329834257,         -1172649403,
          +329834262,         -1172649346,
          +329834279,         -1172649284,
          +329834295,         -1172649234,
          +329834313,         -1172649159,
          +329834333,         -1172649134,
          +329834369,         -1172649138,
          +329834406,         -1172649157,
          +329834439,         -1172649181,
          +329834453,         -1172649232,
          +329834448,         -1172649294,
          +329834435,         -1172649354,
          +329834415,         -1172649412,
          +329834397,         -1172649485,
          +329834383,         -1172649559,
          +329834374,         -1172649625,
          +329834365,         -1172649694,
          +329834354,         -1172649762,
          +329834342,         -1172649822,
          +329834325,         -1172649881,
          +329834305,         -1172649948,
          +329834289,         -1172650011,
          +329834274,         -1172650065,
          +329834256,         -1172650138,
          +329834244,         -1172650212,
          +329834231,         -1172650277,
          +329834214,         -1172650340,
          +329834201,         -1172650404,
          +329834194,         -1172650469,
          +329834170,         -1172650550,
          +329834133,         -1172650618,
          +329834088,         -1172650688,
          +329834043,         -1172650748,
          +329834015,         -1172650803,
          +329833988,         -1172650862,
          +329833963,         -1172650928,
          +329833935,         -1172650994,
          +329833910,         -1172651059,
          +329833878,         -1172651090,
          +329833846,         -1172651082,
          +329833820,         -1172651037,
          +329833821,         -1172650995,
          +329833844,         -1172650956,
          +329833867,         -1172650909,
          +329833896,         -1172650858,
          +329833915,         -1172650809,
          +329833933,         -1172650754,
          +329833945,         -1172650712,
          +329833960,         -1172650664,
          +329833965,         -1172650621,
          +329833977,         -1172650560,
          +329833983,         -1172650488,
          +329833991,         -1172650424,
          +329833994,         -1172650359,
          +329833994,         -1172650307,
          +329834001,         -1172650241,
          +329834000,         -1172650170,
          +329833994,         -1172650092,
          +329834012,         -1172650018,
          +329834048,         -1172649951,
          +329834094,         -1172649884,
          +329834139,         -1172649822,
          +329834165,         -1172649754,
          +329834166,         -1172649679,
          +329834149,         -1172649606,
          +329834135,         -1172649540,
          +329834145,         -1172649492,
          +329834179,         -1172649455,
          +329834223,         -1172649454,
          +329834318,         -1172649461,
          +329834362,         -1172649470,
          +329834388,         -1172649497,
          +329834395,         -1172649552,
          +329834391,         -1172649602,
          +329834390,         -1172649664,
          +329834389,         -1172649717,
          +329834378,         -1172649773,
          +329834378,         -1172649833,
          +329834377,         -1172649897,
          +329834371,         -1172649953,
          +329834357,         -1172650013,
          +329834327,         -1172650058,
          +329834282,         -1172650060,
          +329834234,         -1172650051,
          +329834185,         -1172650120,
          +329834171,         -1172650170,
          +329834155,         -1172650222,
          +329834141,         -1172650276,
          +329834150,         -1172650319,
          +329834170,         -1172650346,
          +329834199,         -1172650344,
          +329834227,         -1172650338,
          +329834263,         -1172650345,
          +329834275,         -1172650369,
          +329834273,         -1172650400,
          +329834264,         -1172650438,
          +329834264,         -1172650539,
          +329834257,         -1172650593,
          +329834252,         -1172650622,
          +329834251,         -1172650631,
          +329834252,         -1172650633,
          +329834247,         -1172650629,
          +329834245,         -1172650627,
          +329834235,         -1172650628,
          +329834221,         -1172650621,
          +329834224,         -1172650616,
          +329834214,         -1172650606,
          +329834216,         -1172650607,
          +329834217,         -1172650609,
          +329834222,         -1172650610,
          +329834222,         -1172650601,
          +329834223,         -1172650596,
          +329834221,         -1172650583,
          +329834227,         -1172650580,
          +329834225,         -1172650572,
          +329834225,         -1172650570,
          +329834225,         -1172650570,
          +329834226,         -1172650576,
          +329834226,         -1172650581,
          +329834222,         -1172650588,
          +329834227,         -1172650587,
          +329834229,         -1172650584,
          +329834229,         -1172650583,
          +329834231,         -1172650582,
          +329834234,         -1172650576,
          +329834233,         -1172650570,
          +329834230,         -1172650564,
          +329834228,         -1172650563,
          +329834224,         -1172650556,
          +329834221,         -1172650551,
          +329834223,         -1172650553,
          +329834221,         -1172650555,
          +329834224,         -1172650553,
          +329834225,         -1172650545,
          +329834229,         -1172650543,
          +329834237,         -1172650542,
          +329834257,         -1172650543,
          +329834276,         -1172650551,
          +329834287,         -1172650563,
          +329834301,         -1172650561,
          +329834322,         -1172650543,
          +329834349,         -1172650530,
          +329834362,         -1172650512,
          +329834371,         -1172650499,
          +329834371,         -1172650506,
          +329834375,         -1172650512,
          +329834372,         -1172650515,
          +329834377,         -1172650511,
          +329834389,         -1172650499,
          +329834398,         -1172650480,
          +329834407,         -1172650463,
          +329834413,         -1172650449,
          +329834405,         -1172650430,
          +329834393,         -1172650423,
          +329834380,         -1172650419,
          +329834379,         -1172650423,
          +329834380,         -1172650421,
          +329834382,         -1172650410,
          +329834382,         -1172650395,
          +329834382,         -1172650392,
          +329834383,         -1172650393,
          +329834383,         -1172650385,
          +329834378,         -1172650370,
          +329834374,         -1172650361,
          +329834372,         -1172650360,
          +329834368,         -1172650360,
          +329834363,         -1172650356,
          +329834361,         -1172650350,
          +329834360,         -1172650343,
          +329834357,         -1172650332,
          +329834356,         -1172650332,
          +329834356,         -1172650336,
          +329834354,         -1172650336,
          +329834356,         -1172650334,
          +329834356,         -1172650334,
          +329834347,         -1172650323,
          +329834345,         -1172650313,
          +329834352,         -1172650311,
          +329834358,         -1172650320,
          +329834356,         -1172650320,
          +329834354,         -1172650318,
          +329834351,         -1172650318,
          +329834346,         -1172650317,
          +329834341,         -1172650318,
          +329834341,         -1172650326,
          +329834340,         -1172650315,
          +329834338,         -1172650299,
          +329834337,         -1172650289,
          +329834334,         -1172650286,
          +329834334,         -1172650287,
          +329834329,         -1172650278,
          +329834328,         -1172650276,
          +329834326,         -1172650278,
          +329834322,         -1172650278,
          +329834315,         -1172650274,
          +329834315,         -1172650272,
          +329834314,         -1172650270,
